
# Curve 0 of 1, 295 points
# Curve title: "'fes_290.dat' u 1:($2+5.4707)"
# x y type
 0.257187  36.5211 
 0.260722  36.5207 
 0.264258  36.5171 
 0.267793  36.5045 
 0.271329  36.4683 
 0.274864  36.3749 
 0.2784  36.1486 
 0.281935  35.6136 
 0.285471  34.3821 
 0.289006  31.8788 
 0.292542  27.8243 
 0.296077  22.4499 
 0.299613  16.1112 
 0.303148  9.26451 
 0.306684  2.63478 
 0.310219 -2.97263 
 0.313755 -7.1408 
 0.31729 -10.0346 
 0.320826 -12.2417 
 0.324361 -14.4163 
 0.327897 -16.9443 
 0.331432 -19.8219 
 0.334968 -22.8121 
 0.338503 -25.6226 
 0.342039 -28.0081 
 0.345574 -29.8846 
 0.34911 -31.3294 
 0.352645 -32.4168 
 0.356181 -33.0885 
 0.359716 -33.2318 
 0.363252 -32.7749 
 0.366787 -31.6985 
 0.370323 -29.9979 
 0.373858 -27.7122 
 0.377394 -24.9804 
 0.380929 -22.0934 
 0.384465 -19.4001 
 0.388 -17.1069 
 0.391535 -15.2282 
 0.395071 -13.7695 
 0.398606 -12.802 
 0.402142 -12.3362 
 0.405677 -12.2514 
 0.409213 -12.3908 
 0.412748 -12.6757 
 0.416284 -13.1129 
 0.419819 -13.8089 
 0.423355 -14.8528 
 0.42689 -16.1089 
 0.430426 -17.2783 
 0.433961 -18.1628 
 0.437497 -18.8379 
 0.441032 -19.5171 
 0.444568 -20.3048 
 0.448103 -21.1845 
 0.451639 -22.113 
 0.455174 -23.0464 
 0.45871 -23.901 
 0.462245 -24.5842 
 0.465781 -25.083 
 0.469316 -25.4755 
 0.472852 -25.8502 
 0.476387 -26.2421 
 0.479923 -26.6508 
 0.483458 -27.0691 
 0.486994 -27.4455 
 0.490529 -27.7229 
 0.494065 -27.9002 
 0.4976 -28.0483 
 0.501136 -28.2299 
 0.504671 -28.4389 
 0.508207 -28.6423 
 0.511742 -28.8476 
 0.515278 -29.0792 
 0.518813 -29.3217 
 0.522348 -29.5141 
 0.525884 -29.6068 
 0.529419 -29.6129 
 0.532955 -29.6045 
 0.53649 -29.6614 
 0.540026 -29.827 
 0.543561 -30.0861 
 0.547097 -30.3634 
 0.550632 -30.5171 
 0.554168 -30.4006 
 0.557703 -29.9649 
 0.561239 -29.3141 
 0.564774 -28.6498 
 0.56831 -28.1634 
 0.571845 -27.9414 
 0.575381 -27.9289 
 0.578916 -27.9641 
 0.582452 -27.8812 
 0.585987 -27.6336 
 0.589523 -27.304 
 0.593058 -26.9983 
 0.596594 -26.7676 
 0.600129 -26.584 
 0.603665 -26.3859 
 0.6072 -26.1466 
 0.610736 -25.8648 
 0.614271 -25.55 
 0.617807 -25.2192 
 0.621342 -24.8973 
 0.624878 -24.6013 
 0.628413 -24.3334 
 0.631949 -24.06 
 0.635484 -23.7381 
 0.63902 -23.381 
 0.642555 -23.073 
 0.646091 -22.9055 
 0.649626 -22.9453 
 0.653161 -23.1741 
 0.656697 -23.4602 
 0.660232 -23.6195 
 0.663768 -23.5592 
 0.667303 -23.3637 
 0.670839 -23.2051 
 0.674374 -23.2108 
 0.67791 -23.3827 
 0.681445 -23.6297 
 0.684981 -23.8377 
 0.688516 -23.9532 
 0.692052 -24.0089 
 0.695587 -24.0901 
 0.699123 -24.2332 
 0.702658 -24.3814 
 0.706194 -24.4395 
 0.709729 -24.3723 
 0.713265 -24.2499 
 0.7168 -24.188 
 0.720336 -24.2673 
 0.723871 -24.4596 
 0.727407 -24.6647 
 0.730942 -24.7882 
 0.734478 -24.805 
 0.738013 -24.7608 
 0.741549 -24.7229 
 0.745084 -24.7229 
 0.74862 -24.7466 
 0.752155 -24.7561 
 0.755691 -24.7177 
 0.759226 -24.6288 
 0.762762 -24.5172 
 0.766297 -24.4189 
 0.769833 -24.3653 
 0.773368 -24.3574 
 0.776903 -24.3477 
 0.780439 -24.2729 
 0.783974 -24.1319 
 0.78751 -23.9762 
 0.791045 -23.8626 
 0.794581 -23.8106 
 0.798116 -23.7767 
 0.801652 -23.7107 
 0.805187 -23.6336 
 0.808723 -23.5843 
 0.812258 -23.5196 
 0.815794 -23.411 
 0.819329 -23.3138 
 0.822865 -23.2448 
 0.8264 -23.1747 
 0.829936 -23.1041 
 0.833471 -23.0641 
 0.837007 -23.0531 
 0.840542 -23.0349 
 0.844078 -23.0073 
 0.847613 -22.9886 
 0.851149 -22.9776 
 0.854684 -22.9408 
 0.85822 -22.8485 
 0.861755 -22.7293 
 0.865291 -22.6443 
 0.868826 -22.6348 
 0.872362 -22.6909 
 0.875897 -22.7633 
 0.879433 -22.8217 
 0.882968 -22.8778 
 0.886504 -22.9193 
 0.890039 -22.9141 
 0.893575 -22.8984 
 0.89711 -22.9414 
 0.900646 -23.0172 
 0.904181 -23.0576 
 0.907716 -23.038 
 0.911252 -22.9864 
 0.914787 -22.9429 
 0.918323 -22.9446 
 0.921858 -23.0211 
 0.925394 -23.159 
 0.928929 -23.2868 
 0.932465 -23.3205 
 0.936 -23.2494 
 0.939536 -23.1126 
 0.943071 -22.9797 
 0.946607 -22.9062 
 0.950142 -22.9225 
 0.953678 -23.0554 
 0.957213 -23.295 
 0.960749 -23.5185 
 0.964284 -23.5412 
 0.96782 -23.2972 
 0.971355 -22.9499 
 0.974891 -22.7272 
 0.978426 -22.7138 
 0.981962 -22.9034 
 0.985497 -23.2415 
 0.989033 -23.5398 
 0.992568 -23.5839 
 0.996104 -23.3717 
 0.999639 -23.0919 
 1.00317 -22.9107 
 1.00671 -22.8664 
 1.01025 -22.9012 
 1.01378 -22.9259 
 1.01732 -22.8833 
 1.02085 -22.796 
 1.02439 -22.7251 
 1.02792 -22.7233 
 1.03146 -22.7881 
 1.03499 -22.8804 
 1.03853 -22.941 
 1.04206 -22.9298 
 1.0456 -22.8454 
 1.04914 -22.7268 
 1.05267 -22.646 
 1.05621 -22.672 
 1.05974 -22.8333 
 1.06328 -23.0666 
 1.06681 -23.2295 
 1.07035 -23.1831 
 1.07388 -22.9155 
 1.07742 -22.5756 
 1.08096 -22.3574 
 1.08449 -22.3569 
 1.08803 -22.5409 
 1.09156 -22.7947 
 1.0951 -22.9877 
 1.09863 -23.054 
 1.10217 -23.0282 
 1.1057 -23.0107 
 1.10924 -23.0533 
 1.11277 -23.0982 
 1.11631 -23.044 
 1.11985 -22.8696 
 1.12338 -22.6679 
 1.12692 -22.5682 
 1.13045 -22.6496 
 1.13399 -22.9022 
 1.13752 -23.2168 
 1.14106 -23.4253 
 1.14459 -23.4298 
 1.14813 -23.2665 
 1.15167 -23.0607 
 1.1552 -22.928 
 1.15874 -22.9303 
 1.16227 -23.0618 
 1.16581 -23.2582 
 1.16934 -23.4283 
 1.17288 -23.478 
 1.17641 -23.3518 
 1.17995 -23.0859 
 1.18348 -22.7954 
 1.18702 -22.6353 
 1.19056 -22.6967 
 1.19409 -22.9518 
 1.19763 -23.2473 
 1.20116 -23.3631 
 1.2047 -23.1076 
 1.20823 -22.3763 
 1.21177 -21.1698 
 1.2153 -19.5575 
 1.21884 -17.636 
 1.22237 -15.4882 
 1.22591 -13.1556 
 1.22945 -10.6036 
 1.23298 -7.721 
 1.23652 -4.37137 
 1.24005 -0.46551 
 1.24359  4.02494 
 1.24712  9.06178 
 1.25066  14.5086 
 1.25419  20.0681 
 1.25773  25.3099 
 1.26127  29.7626 
 1.2648  32.999 
 1.26834  34.8933 
 1.27187  35.812 
 1.27541  36.2225 
 1.27894  36.4019 
 1.28248  36.478 
 1.28601  36.5075 
 1.28955  36.5176 
 1.29308  36.5206 
 1.29662  36.5211 

