X,Y,Error
0.6179869568986285,7.641154301843624,0.3991403026756707
1.5675831567278475,13.863153266854265,0.8524827813513665
2.2257959626895163,26.029721319510877,0.41946590306760856
2.860629367001195,27.290862684398917,0.6449948039858392
3.473990951631132,31.657968812528658,0.7729904752662572
3.4862376911260027,36.860611039896725,0.6967689792371686
3.9533260884185406,37.20330748378093,0.503410393219587
6.30587765413024,59.37091661462445,0.24106673817909507
6.694531397693556,64.86259710159756,0.18536884610346027
7.024279168926269,67.81203496273383,0.44489165381639406
7.188795036852812,69.75367728303365,0.34614829830708327
7.459267943637835,74.82523101228759,0.32155515793543
7.759407246315051,75.85219229808942,0.7426262105413731
7.814261085121089,74.95270038002145,0.16863756323237677
8.144443401460801,80.05493769758712,0.47298303824424703
8.479593025080426,82.96102518871523,0.3364239177005872
8.802729973475367,86.73706977591831,0.1152861179047886
8.812778493874678,83.4832687455934,0.5065347348359562
9.398101750802548,92.45379684293955,0.5811496488144609
9.79114230104846,95.58374866143947,0.08532614764365676
