X,Y,Error
0.0645108501157754,-0.5957854217356467,0.3117555540306469
0.22935318942870153,1.2862878045726933,0.022381009660316198
1.1718472239252964,10.386854179570877,0.6320376725222454
1.36791933451622,13.550087947531678,0.864338136794053
2.1481136316323224,24.651611180444824,0.03354846639080178
2.8277104378128524,34.509799781331616,0.012963653462238156
2.8851911920222504,33.98753547460476,0.44285067073223083
3.041213914193209,37.072435710817395,0.8117182954490433
3.2286849968015465,33.54901440873084,0.1940529946046503
3.544959231403426,43.20510287782393,0.05680920408288004
3.6199627131430354,40.70771103710577,0.3554314212738192
4.33851139394149,52.80512301879611,0.33758754242242117
4.922386691918662,57.69061805053763,0.49040935672214436
5.206246312920375,59.11435959320836,0.738977813006369
5.325093127926505,60.863312712194485,0.6655510164811969
5.33868521807113,64.56209455754207,0.41940017656929973
5.472848786019879,64.36151273331343,0.9162716709081364
5.54390804579893,65.51920992046009,0.9976173449820648
6.010557571094478,72.12694375103585,0.3650341650680896
6.220068754781792,72.11082565292632,0.20210393037774776
6.268354825006265,72.56356238006575,0.8319847937088515
6.363835411809653,76.70093447737041,0.9217876417822751
6.4601780061173075,72.88727318025717,0.735488108281129
6.6268019619524035,76.81016438170177,0.7642984186048457
6.786243618940938,79.21101210807879,0.12025042679937248
8.03399229134398,95.52368873619524,0.5891599945721052
8.367101424601021,98.12790277658993,0.16975637358725204
8.8482076249417,102.8744647380059,0.2630832873221781
9.439908815853538,109.56035530671691,0.15968288009604104
9.716223169207991,115.99550237107356,0.7459731247859752
