N,Y
0.0,24.00822975590955
1.0,19.730631396154287
2.0,23.07370134507257
3.0,21.999516666374724
4.0,17.589574371571132
5.0,20.40030048742368
6.0,17.399067279823043
7.0,22.13004741791359
8.0,21.777579212493222
9.0,22.108283244344502
10.0,20.735563229248697
11.0,20.77037439669922
12.0,18.248534807446713
13.0,17.415714381300976
14.0,19.70637909897556
15.0,20.977146313935187
16.0,20.347582633045004
17.0,18.879887170966086
18.0,20.52048238627798
19.0,22.831873918034518
20.0,19.252602855836734
21.0,19.780230971972088
22.0,18.997915335640776
23.0,17.520502277566983
24.0,20.019305344637242
25.0,20.38545610771547
26.0,18.923494964627235
27.0,18.828337781197934
28.0,24.66177168466168
29.0,22.905893566135966
30.0,21.367890932055058
31.0,17.549050179888532
32.0,18.897338447794183
33.0,19.44179858257121
34.0,21.44435047318071
35.0,19.70394014202555
36.0,21.607483201859722
37.0,18.706036151528455
38.0,19.67272980681473
39.0,17.413763060202793
40.0,20.585568771331193
41.0,19.640707241719422
42.0,21.510257970670466
43.0,21.15676070851355
44.0,22.51238567677363
45.0,15.64411344705445
46.0,21.122838450800067
47.0,20.504460629547985
48.0,20.569191738742884
49.0,19.324653278738648
50.0,22.39049434126736
51.0,20.322319054942206
52.0,17.226156948053035
53.0,22.946053734871224
54.0,19.179511082954843
55.0,19.54374240322431
56.0,21.599380538385315
57.0,22.02250332343627
58.0,22.097794335814033
59.0,18.74441650967605
60.0,16.292730403185917
61.0,21.973525548996268
62.0,20.024545474813905
63.0,23.661219591520112
64.0,20.107045320853132
65.0,21.563266361336044
66.0,20.22691020245812
67.0,18.226285754295382
68.0,19.142434285493753
69.0,14.988811162579905
70.0,21.379905498836557
71.0,17.525929499153783
72.0,20.65823707195785
73.0,22.166618122994407
74.0,19.706052246860253
75.0,18.45973711182026
76.0,18.29254937152227
77.0,23.3305575646897
78.0,21.004620493822404
79.0,17.678507736229765
80.0,20.232269706870134
81.0,20.097778403962273
82.0,22.600124181833582
83.0,20.425987397454282
84.0,18.378315254787235
85.0,16.778087550260924
86.0,15.665270696821128
87.0,20.280062612490543
88.0,21.07640635043117
89.0,23.26131327785332
90.0,20.001983048613596
91.0,22.61253863643644
92.0,19.57642815139327
93.0,19.309183553179146
94.0,21.88419351248608
95.0,17.042157689003066
96.0,19.100140697755595
97.0,21.992504462132434
98.0,22.92436396381749
99.0,19.897880442535413
100.0,21.00720924687935
101.0,18.90031547761412
102.0,16.98929915864098
103.0,20.23415076331614
104.0,19.479448675172616
105.0,18.52834507290422
106.0,22.11060988266638
107.0,18.807335461134066
108.0,17.632108657914642
109.0,20.200392049129903
110.0,17.323089568339558
111.0,22.213888885177283
112.0,22.29861213189239
113.0,19.883567466802084
114.0,20.308341571379906
115.0,21.840481626470947
116.0,21.163191322584794
117.0,17.8638445780251
118.0,21.357524632855647
119.0,19.360091078223743
120.0,16.071082519182923
121.0,18.067297665034925
122.0,16.232334547777935
123.0,22.005565798218804
124.0,18.976720234100796
125.0,21.565003299994704
126.0,18.2235816474528
127.0,16.12696535375447
128.0,18.551167300825444
129.0,25.12010956225459
130.0,22.06167656266298
131.0,19.749653854871507
132.0,21.409856637717052
133.0,21.518895763592795
134.0,21.77732695681522
135.0,21.00171958685816
136.0,17.650487229512883
137.0,24.313991965925325
138.0,23.596109643019734
139.0,20.74512164924353
140.0,17.92447762057362
141.0,20.590917359258054
142.0,23.408423957224464
143.0,21.363420064165883
144.0,20.32075458218177
145.0,22.611289645238617
146.0,21.55774944385125
147.0,17.560437717262438
148.0,19.559350071878207
149.0,21.88573359315847
150.0,20.303841395063593
151.0,22.14081720860038
152.0,21.23809227828269
153.0,21.562534795395873
154.0,22.190509582342216
155.0,20.41019341301421
156.0,19.987728269505244
157.0,18.237255824950065
158.0,17.70447347559575
159.0,22.294860142318576
160.0,20.50911806898175
161.0,18.603084345727954
162.0,18.844265213596813
163.0,20.478644056030628
164.0,17.27274642696631
165.0,19.807268796448756
166.0,15.770054107317467
167.0,22.410849983282006
168.0,19.207174969457455
169.0,18.268365186154377
170.0,21.14480714593739
171.0,20.15578279940989
172.0,20.156476838877932
173.0,17.37590498469621
174.0,20.837301833504945
175.0,17.493609525145814
176.0,18.95789635030556
177.0,19.338721829669268
178.0,22.766580209348895
179.0,21.424901825140164
180.0,18.123235012846973
181.0,19.102463002456293
182.0,16.590249257081233
183.0,17.084791094584176
184.0,17.526435140572918
185.0,17.38146985860714
186.0,18.454173433691345
187.0,19.202795970134538
188.0,22.370268847285693
189.0,18.321964487420175
190.0,22.573858098761033
191.0,19.111402050510474
192.0,17.581890657560365
193.0,18.713562006402498
194.0,18.067361405116984
195.0,18.40434547961736
196.0,17.364051711647004
197.0,19.67738434107856
198.0,19.848823038844518
199.0,20.609825758089645
200.0,25.08682141633983
201.0,23.123872413013935
202.0,21.329353459831452
203.0,15.765338908168085
204.0,22.035867908493138
205.0,20.140088427146512
206.0,20.617965750458435
207.0,23.061717519352907
208.0,20.188989870670554
209.0,18.08446117273966
210.0,15.34512595114067
211.0,20.92926515797387
212.0,22.453967873470724
213.0,17.780653385891394
214.0,19.59428371885695
215.0,18.395515327343006
216.0,21.852755373844015
217.0,16.225608888329425
218.0,18.852346425258904
219.0,19.864268384629515
220.0,26.069322506802152
221.0,21.2653464988853
222.0,21.455821590039662
223.0,21.080708762809476
224.0,20.62151211222478
225.0,21.737118343209115
226.0,18.08885909083566
227.0,18.93418118658377
228.0,18.989228883713558
229.0,18.37240313601509
230.0,20.246531430729476
231.0,20.602222571302896
232.0,20.649255884722603
233.0,22.121034957045385
234.0,20.82354246868125
235.0,16.270644403965594
236.0,22.316005688222308
237.0,19.677286380371438
238.0,18.736437267821167
239.0,22.873073216280005
240.0,20.054892584441742
241.0,16.567047552167306
242.0,21.632260944397085
243.0,19.579710471580768
244.0,20.910462067737978
245.0,18.81758599091695
246.0,21.813039257880444
247.0,19.788782021448302
248.0,21.408844055352105
249.0,16.959158615847944
250.0,19.552146342682352
251.0,20.54307603975614
252.0,19.30829907218489
253.0,20.17241525562524
254.0,16.477456378160767
255.0,19.496128247461915
256.0,17.139122828317106
257.0,21.176843126387666
258.0,21.79177616747273
259.0,18.838752793896944
260.0,19.02341088251453
261.0,20.099257541666454
262.0,19.558268232356053
263.0,18.96230174755034
264.0,19.10498401565662
265.0,20.026365622728452
266.0,18.610857236270046
267.0,18.644032443946653
268.0,18.067529347922353
269.0,20.709511075460714
270.0,18.848459951092547
271.0,20.009657084298833
272.0,21.27625304896045
273.0,20.53540885516593
274.0,19.512462410342643
275.0,24.00745703294983
276.0,23.42036587388133
277.0,18.50966726059327
278.0,22.409550861253983
279.0,21.98351440842802
280.0,20.61747420368459
281.0,19.283920524314922
282.0,21.763155543806604
283.0,19.98895482299979
284.0,19.24240378134941
285.0,20.060912000953067
286.0,19.38893896807578
287.0,18.9598272805319
288.0,19.73231518862496
289.0,20.414890245488756
290.0,20.103660211279966
291.0,17.682086422992302
292.0,19.274115555201806
293.0,20.156184202899706
294.0,17.877941867500198
295.0,22.99281165640208
296.0,16.812139368073858
297.0,19.08200000604323
298.0,18.80746669586501
299.0,23.43329618622092
300.0,21.06150294620335
301.0,19.205163392367748
302.0,23.9188745212034
303.0,22.760905185879928
304.0,20.098889415675938
305.0,17.612012546600567
306.0,17.406342630403866
307.0,19.525185170219654
308.0,20.052275347667244
309.0,20.79403883454381
310.0,18.948117012162204
311.0,19.338961249741217
312.0,20.378670863525294
313.0,21.62102404671812
314.0,16.18604103080038
315.0,20.154396435634332
316.0,17.676614825907656
317.0,21.351470797668174
318.0,20.428083229790165
319.0,22.16219552307198
320.0,21.46428075832374
321.0,18.33486211949876
322.0,22.212197777970687
323.0,19.251779598197043
324.0,19.271127217448676
325.0,20.319885522419227
326.0,22.309594108013158
327.0,23.870745930881654
328.0,22.527981956889086
329.0,19.569743118734515
330.0,17.215473361541786
331.0,21.521471421437404
332.0,17.296097925662124
333.0,21.97583448730712
334.0,19.91957712281461
335.0,20.31582233496278
336.0,20.75071614272398
337.0,20.308338811628875
338.0,21.654288174845707
339.0,17.399590394642562
340.0,19.665525327485938
341.0,19.212699147774252
342.0,20.545322221604724
343.0,20.719390380556117
344.0,16.25633892955999
345.0,20.224327961864216
346.0,21.517302630104645
347.0,22.43109151043911
348.0,19.858865907644777
349.0,20.46911227673445
350.0,18.50181986317591
351.0,19.117397334581685
352.0,19.530165500923346
353.0,22.625257919693592
354.0,18.92355760879988
355.0,22.702316998207188
356.0,17.360823991184958
357.0,18.178141043258577
358.0,17.310228464979616
359.0,23.885137179619292
360.0,18.777520345802884
361.0,16.26206439585056
362.0,20.40697478629928
363.0,19.215270917312008
364.0,18.832368302987206
365.0,18.060639122276573
366.0,23.688218921245664
367.0,21.298965647761406
368.0,19.28425248695234
369.0,20.801704432939086
370.0,19.35537004455722
371.0,20.3844402573205
372.0,19.814924984162257
373.0,19.80388714744489
374.0,20.095293203769334
375.0,18.683707419056866
376.0,18.7736530743417
377.0,16.601109014603203
378.0,22.68567812911416
379.0,21.419339317828975
380.0,19.461159153263864
381.0,18.714680018229178
382.0,18.2818538708682
383.0,21.528415196413476
384.0,18.522306666837586
385.0,17.500926167425874
386.0,16.09841539079726
387.0,18.52420301865736
388.0,21.138726396454622
389.0,19.87700832908225
390.0,21.51860170343556
391.0,18.022526236843095
392.0,20.025044188904314
393.0,16.996129175430863
394.0,17.689017019344544
395.0,18.569852745797057
396.0,19.635783244085374
397.0,21.573705210047333
398.0,16.87456095032743
399.0,19.15656946405637
400.0,18.125344556947464
401.0,18.787926416304813
402.0,18.054480202117876
403.0,17.656251697440116
404.0,21.155042426213093
405.0,21.17866001754578
406.0,20.918821565257733
407.0,18.44217688401241
408.0,19.8377956345926
409.0,17.260597880209556
410.0,21.825042901357982
411.0,21.402286857422958
412.0,19.196237775525795
413.0,21.969824082708996
414.0,18.748450157537604
415.0,19.988145282960854
416.0,19.657001405675754
417.0,22.047099209561924
418.0,20.154085855897645
419.0,17.8529970329778
420.0,20.52945031794892
421.0,20.354733504396233
422.0,16.433538642258984
423.0,22.26086893970562
424.0,17.930958939096303
425.0,22.032199308760642
426.0,18.348971608044923
427.0,21.547286482517706
428.0,20.868475960531253
429.0,17.847675531699018
430.0,19.401884275026692
431.0,21.287949837190347
432.0,20.051932009518968
433.0,20.151100213890633
434.0,16.981862574310803
435.0,19.94338436562662
436.0,21.93621486296474
437.0,20.467641204924934
438.0,17.807837217282447
439.0,21.782440726533434
440.0,20.615365544516663
441.0,24.90009272731046
442.0,17.331130193582258
443.0,21.61460147324281
444.0,15.194805606932672
445.0,19.20884085948874
446.0,21.411073975727692
447.0,15.616539705822158
448.0,19.828606167042548
449.0,21.214660317406906
450.0,19.611919263113872
451.0,20.696502976445817
452.0,18.955038328208456
453.0,21.616605232924197
454.0,22.092841660201973
455.0,21.366251088159476
456.0,18.802733715810373
457.0,21.321844678427524
458.0,19.84562337487094
459.0,21.70527400054445
460.0,22.023249803939155
461.0,20.31211202547074
462.0,19.384092634794367
463.0,23.029794737337074
464.0,17.25828347500547
465.0,16.72046328594666
466.0,20.606001619171543
467.0,21.45110306473958
468.0,15.662809724774252
469.0,21.36403102226803
470.0,21.930586918755168
471.0,20.006664140909038
472.0,20.348948386160803
473.0,22.861082994296517
474.0,18.472831928850955
475.0,18.298390939877116
476.0,20.570165408411775
477.0,15.889720535631419
478.0,17.530478050519804
479.0,18.8710998276825
480.0,17.97816267475471
481.0,19.351646533627374
482.0,19.67460982198383
483.0,22.9255156359239
484.0,19.12577681276033
485.0,17.4978370347272
486.0,19.303196170267565
487.0,21.54246445878012
488.0,19.93230314307586
489.0,20.07624767476759
490.0,26.34718139346568
491.0,20.322515185682395
492.0,24.867139202844648
493.0,22.611533105396322
494.0,17.443428710670027
495.0,19.170188582183215
496.0,18.594186785390015
497.0,17.689787321216627
498.0,15.450451376390273
499.0,22.38660678499889
500.0,18.27422693424077
501.0,20.216035679341925
502.0,22.50543186173651
503.0,20.603373591241684
504.0,21.28191063632451
505.0,21.57417993303265
506.0,20.68885382626898
507.0,16.105110208785856
508.0,20.42163743064245
509.0,16.88580861916648
510.0,24.160375325914476
511.0,21.55044194594872
512.0,18.242514236343496
513.0,20.17673621082813
514.0,20.576956091582822
515.0,22.384094830509827
516.0,17.874119760683193
517.0,17.283433365781644
518.0,23.651590001358862
519.0,18.336350136580812
520.0,20.830353691705458
521.0,19.702033096584135
522.0,24.681677272573573
523.0,19.28889274761209
524.0,17.645218348429456
525.0,22.781936835598263
526.0,19.080785348450508
527.0,14.617410749005442
528.0,21.558144476927136
529.0,17.365167026251996
530.0,17.042951025299182
531.0,20.912474698267943
532.0,22.17699529305835
533.0,21.88937647287897
534.0,22.6490124842679
535.0,18.348713002027797
536.0,22.05002232077833
537.0,19.40888592797919
538.0,23.148736480064
539.0,19.722464269217088
540.0,19.2072586553329
541.0,15.065953981259678
542.0,20.497691838897616
543.0,20.95811019944209
544.0,22.94224170292132
545.0,17.96141315165121
546.0,18.623111333063232
547.0,21.341703019520978
548.0,20.675158939039477
549.0,16.35500163820266
550.0,20.850524143061207
551.0,20.771182896706854
552.0,22.480655014608157
553.0,18.751704703752097
554.0,23.52841975040777
555.0,19.029086044324433
556.0,19.608404461731812
557.0,17.29939652532861
558.0,23.283819623422424
559.0,20.106840569947092
560.0,20.977840344361972
561.0,20.06704205860289
562.0,19.365858811407
563.0,20.54409497846372
564.0,17.53973089264862
565.0,20.868182121187214
566.0,18.36654807529904
567.0,14.792990332517313
568.0,19.93692744242618
569.0,17.59210716045807
570.0,20.667212316358647
571.0,22.686153720497245
572.0,22.859474810411786
573.0,17.816779916616
574.0,21.14558917416613
575.0,21.457150649661124
576.0,18.54738787556403
577.0,21.272596008788557
578.0,18.568839537994094
579.0,18.899742389994543
580.0,17.4520750277825
581.0,22.88088098481411
582.0,21.840160899287312
583.0,18.771885305413566
584.0,21.953958509970178
585.0,18.988260692050968
586.0,18.184473762408103
587.0,20.285942704459366
588.0,20.12791490836264
589.0,16.34362687055364
590.0,20.332174701821025
591.0,19.382746674402572
592.0,20.510724758109525
593.0,20.16901567389898
594.0,19.46234284016178
595.0,16.25288094260717
596.0,19.21405702455087
597.0,18.026204470857717
598.0,23.32268704988207
599.0,15.949031213736962
600.0,23.770351037248464
601.0,20.922410542935417
602.0,18.801015308697693
603.0,18.744742637452312
604.0,21.08849746765151
605.0,20.966264359361123
606.0,20.385571230054907
607.0,21.47576699938091
608.0,21.137648410591154
609.0,19.699232614228176
610.0,22.387909220490016
611.0,20.64002884118611
612.0,18.495356184962734
613.0,19.547376778569195
614.0,19.19048383674661
615.0,21.164518860377
616.0,21.3441227464303
617.0,19.240746743633615
618.0,21.45754762615451
619.0,19.27673719768668
620.0,21.5316434874055
621.0,22.665915312747416
622.0,21.13242067908121
623.0,19.42491173386071
624.0,17.75111195459243
625.0,21.609347674032595
626.0,17.243621491750456
627.0,19.170117161937686
628.0,22.017070816549666
629.0,18.061084968139014
630.0,25.097770747343283
631.0,16.162387681449967
632.0,17.57928853291759
633.0,21.469782814865134
634.0,20.25737380760603
635.0,17.573889144872265
636.0,18.12955323243189
637.0,18.739770212505253
638.0,22.48249697215316
639.0,22.683042765437065
640.0,21.98229800398983
641.0,20.484173502269442
642.0,17.615279862367526
643.0,22.686305394756495
644.0,19.917797848845908
645.0,21.899817127230524
646.0,16.87327112378541
647.0,21.04643712313902
648.0,21.970579815125127
649.0,17.79315161598007
650.0,19.951449028965595
651.0,20.78273073727434
652.0,21.00442043018653
653.0,21.728896449521198
654.0,20.209206003237863
655.0,21.06824647558277
656.0,19.289012135791527
657.0,21.31899163058873
658.0,19.912245396318543
659.0,21.776912497959795
660.0,21.366556818796667
661.0,18.871908321294647
662.0,19.501796741895664
663.0,24.39570612910877
664.0,20.268487628693563
665.0,19.943268144442627
666.0,20.573665597080918
667.0,16.41445978779121
668.0,18.695648592068828
669.0,20.49149633836716
670.0,20.879201387892373
671.0,20.469175750026476
672.0,19.401201187022465
673.0,19.372167097127537
674.0,17.19346864177584
675.0,19.063822878976104
676.0,20.376700557451436
677.0,21.679098791359504
678.0,18.504295097796977
679.0,21.208487472339783
680.0,18.002325037313966
681.0,17.642080730487642
682.0,17.585964830456874
683.0,18.34755108860748
684.0,18.37199293320657
685.0,22.551281763537894
686.0,18.963830841491326
687.0,19.90430226606842
688.0,19.726577437617017
689.0,21.171647245054693
690.0,21.97603897957464
691.0,18.53604555071703
692.0,21.45708193567868
693.0,24.023724735422334
694.0,15.610181763316994
695.0,20.143892026010604
696.0,16.078572532025873
697.0,19.10398543506733
698.0,19.627467233574315
699.0,22.6565739170847
700.0,22.679278269874075
701.0,18.35892287372242
702.0,20.991364179452763
703.0,20.616728843248183
704.0,23.40830488152118
705.0,20.97326851077749
706.0,20.35740971727782
707.0,20.081087224040694
708.0,19.384441463194623
709.0,20.663856191412417
710.0,18.73463745429893
711.0,18.13335757832685
712.0,20.628391185489022
713.0,22.069218333026576
714.0,19.60484647797689
715.0,17.55159645531955
716.0,19.345610792771826
717.0,19.5744182560264
718.0,23.50989279003422
719.0,17.66080373229132
720.0,18.24446495551543
721.0,23.62765590650049
722.0,20.20723205213073
723.0,21.078078600955177
724.0,17.674561648858003
725.0,18.856465644740034
726.0,18.658210556480768
727.0,19.518259790786857
728.0,24.286912341372886
729.0,19.793121624510714
730.0,19.62807635064494
731.0,23.762264393729257
732.0,20.26667165492362
733.0,22.598508994351743
734.0,23.1804779717769
735.0,18.3862408887863
736.0,18.720155153868998
737.0,18.423997400950235
738.0,21.736186048074746
739.0,20.383723009368815
740.0,21.707622420341917
741.0,17.34358378511905
742.0,22.029137212030463
743.0,16.49617967945629
744.0,21.4856772509836
745.0,22.120139121610045
746.0,14.178559416157482
747.0,19.816874676370883
748.0,19.456238901508282
749.0,20.241461567550854
750.0,19.671812507278176
751.0,22.896362404579996
752.0,18.475100350387983
753.0,21.795466065702986
754.0,19.303495764472718
755.0,20.28651162605799
756.0,17.960225115696485
757.0,20.490420858959745
758.0,17.716131766206626
759.0,18.50650603240948
760.0,22.304560797236217
761.0,18.38951427511078
762.0,16.29746547101364
763.0,16.531098850140037
764.0,20.21909283724702
765.0,17.347577256409714
766.0,21.839756443242823
767.0,21.234045242264514
768.0,18.729208687034053
769.0,18.725624462416253
770.0,21.268301274704324
771.0,22.01736443161608
772.0,19.609619218360127
773.0,21.096599092416223
774.0,20.87618410323553
775.0,20.05131057738916
776.0,18.79169053024196
777.0,22.751624179575476
778.0,17.15535220862158
779.0,21.08604018847515
780.0,23.507991689192153
781.0,18.683986586805872
782.0,20.228954492306666
783.0,18.308453828603376
784.0,19.84158916399859
785.0,22.163591691481653
786.0,19.0932090537262
787.0,22.232909725651858
788.0,20.55577155318202
789.0,22.03228381145912
790.0,18.61342505877395
791.0,23.055292753284153
792.0,20.092326415077142
793.0,15.632262158941963
794.0,21.420609330189357
795.0,19.331290857718823
796.0,18.53763080613266
797.0,22.306134597803098
798.0,21.725872116055193
799.0,19.16918708964938
800.0,19.37510103752342
801.0,20.203352822951636
802.0,21.334609000680963
803.0,23.456436950937043
804.0,20.799582872697307
805.0,17.801912690436037
806.0,19.60674196362655
807.0,20.478044104319704
808.0,19.096104659608276
809.0,18.744254228885083
810.0,18.558954899506517
811.0,22.383987043968983
812.0,18.08493644714465
813.0,19.352020638806668
814.0,18.137497002519684
815.0,22.93717654072614
816.0,18.81825399055298
817.0,23.23586335352493
818.0,21.015786597108203
819.0,18.83805886818624
820.0,18.76462072809951
821.0,24.858226824586993
822.0,22.45076427154013
823.0,19.757246210882492
824.0,20.648815933885835
825.0,21.09099339506778
826.0,16.312285226071964
827.0,21.481360659272323
828.0,22.592965827921415
829.0,17.614878973924643
830.0,18.11505549204817
831.0,18.338332353967644
832.0,19.87672251550289
833.0,17.82652963962886
834.0,22.47214874885424
835.0,21.55359322060453
836.0,19.954424884415555
837.0,19.489763664757547
838.0,17.149346771563067
839.0,21.8329843905755
840.0,18.43896923128993
841.0,18.843114993846246
842.0,24.171767915045315
843.0,19.521942980033888
