X,Y
2.072845589297284,-0.21019652942459308
2.385349925574801,-0.24816167395092695
3.4452652796091163,-0.3553526969859907
24.815008781465995,-2.278907374839452
34.526243354784995,-3.523023160306418
38.72849289618099,-3.707762168086778
69.05209484051397,-4.746818829196721
81.64630762735428,-4.804593575923362
95.82999292190799,-5.343926144092605
105.3364614685658,-5.599770902878574
108.36500259467626,-5.650826526481159
121.31263408007842,-3.9075295254245557
146.19097747252425,-4.118264998482335
159.54271610463414,-3.620626336575555
160.1306883223702,-6.566602814794583
161.78345501674588,-3.928520311750533
165.29984442523383,-5.430877521472406
167.0515773711432,-9.403094485008369
186.52584873485702,-5.353868899748738
197.98267974614012,-7.664777608341845
